"FieldName","ValidationStatus","ClassName","ModelClass","LineContent","LineNo","FilePath","RepoName"
"transaction.acquirertransactionid","VALID","AcquirerTxnIdValidationRule","Transaction","else if ( StringUtils.isNotBlank( transactionRequest.transaction().acquirerTransactionId() ) ) {","36","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\AcquirerTxnIdValidationRule.java","acqelavons2aservice"
"transaction.acseci","VALID","CAVV_UCAFValidationRule","Transaction","boolean isAcsECIPresent = StringUtils.isNotBlank( transactionRequest.transaction().acsECI() );","26","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\CAVV_UCAFValidationRule.java","acqelavons2aservice"
"transaction.authenticationtoken","VALID","CAVV_UCAFValidationRule","Transaction",".isNotBlank( transactionRequest.transaction().authenticationToken() );","28","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\CAVV_UCAFValidationRule.java","acqelavons2aservice"
"transaction","NOT_IN_CONVENTIONS","MerchantPaymentGatewayIDRule","TransactionRequest","String merchantPaymentGatewayID = transactionRequest.transaction()","23","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\MerchantPaymentGatewayIDRule.java","acqelavons2aservice"
"transaction.merchanttransactionreference","VALID","MerchantTrxReferenceValidationRule","Transaction","String transactionRef = trx.transaction().merchantTransactionReference();","23","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\MerchantTrxReferenceValidationRule.java","acqelavons2aservice"
"transaction.reference","NOT_IN_CONVENTIONS","MerchantTrxReferenceValidationRule","Transaction","""Unsupported request: The maximum length of transaction.reference is 30 for this acquirer"" );","28","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\MerchantTrxReferenceValidationRule.java","acqelavons2aservice"
"transaction","NOT_IN_CONVENTIONS","Recurring3DSValidationRule","TransactionRequest","Transaction txn = transactionRequest.transaction();","22","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\Recurring3DSValidationRule.java","acqelavons2aservice"
"transaction.associatedtransaction","NOT_IN_CONVENTIONS","VoidOrReversalValidationRule","Transaction","AssociatedTransaction at = transactionRequest.transaction().associatedTransaction();","35","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\VoidOrReversalValidationRule.java","acqelavons2aservice"
"transaction.ordercertainty.final","NOT_IN_CONVENTIONS","VoidOrReversalValidationRule","Transaction","if ( transactionRequest.transaction().orderCertainty() == Transaction.OrderCertainty.FINAL ) {","36","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\VoidOrReversalValidationRule.java","acqelavons2aservice"
"transaction","NOT_IN_CONVENTIONS","VoidOrReversalValidationRule","TransactionRequest","else if ( transactionRequest.transaction()","45","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\VoidOrReversalValidationRule.java","acqelavons2aservice"
"transaction.ordercertainty.estimated","NOT_IN_CONVENTIONS","VoidOrReversalValidationRule","Transaction",".orderCertainty() == Transaction.OrderCertainty.ESTIMATED ) {","46","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\acqElavonS2AService\src\main\java\com\mastercard\gateway\acquiring\elavon\validation\rule\VoidOrReversalValidationRule.java","acqelavons2aservice"
"","EMPTY","ElavonResponseConverter","TransactionResponse",".fromIso( requestResponse.getTransactionResponse().getMessage() );","50","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\converter\ElavonResponseConverter.java","acqelavons2aservice"
"transactionresponse.stan","VALID","ElavonResponseToTspiMapper","TransactionResponse","stan.ifPresent( result -> response.transactionResponse().stan( result ) );","54","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.responsecode","VALID","ElavonResponseToTspiMapper","TransactionResponse","response.transactionResponse().responseCode(","83","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.acquirerresponseadvice","VALID","ElavonResponseToTspiMapper","TransactionResponse","response.transactionResponse().acquirerResponseAdvice(","95","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.responsecode","VALID","ElavonResponseToTspiMapper","TransactionResponse","response.transactionResponse().responseCode( APPROVED );","104","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.stan","VALID","ElavonResponseToTspiMapper","TransactionResponse",".ifPresent( a -> response.transactionResponse().stan( a.getElavonStan() ) );","114","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.rrn","VALID","ElavonResponseToTspiMapper","TransactionResponse",".ifPresent( a -> response.transactionResponse().rrn( a.getElavonRrn() ) );","125","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.acquirerprocessingtime","VALID","ElavonResponseToTspiMapper","TransactionResponse",".ifPresent( d -> response.transactionResponse().acquirerProcessingTime(","151","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.acquirercscresponsecode","VALID","ElavonResponseToTspiMapper","TransactionResponse","cvvResult -> response.transactionResponse().acquirerCscResponseCode( cvvResult ) );","164","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.acquireravsresponsecode","VALID","ElavonResponseToTspiMapper","TransactionResponse","aavResult -> response.transactionResponse().acquirerAvsResponseCode( aavResult ) );","196","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype.mc","NOT_IN_CONVENTIONS","ElavonResponseToTspiMapper","Transaction","&& EnumSet.of( Transaction.CardType.MC, Transaction.CardType.MS )","230","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype","VALID","ElavonResponseToTspiMapper","Transaction",".contains( i.getTransactionRequest().transaction().cardType() ) ) {","231","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype.dc","NOT_IN_CONVENTIONS","ElavonResponseToTspiMapper","Transaction","&& EnumSet.of( Transaction.CardType.DC, Transaction.CardType.DS )","245","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype","VALID","ElavonResponseToTspiMapper","Transaction",".contains( i.getTransactionRequest().transaction().cardType() ) ) {","246","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype.vc","NOT_IN_CONVENTIONS","ElavonResponseToTspiMapper","Transaction","&& EnumSet.of( Transaction.CardType.VC, Transaction.CardType.VD )","260","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype","VALID","ElavonResponseToTspiMapper","Transaction",".contains( i.getTransactionRequest().transaction().cardType() ) ) {","261","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transactionresponse.returnaci","VALID","ElavonResponseToTspiMapper","TransactionResponse","result -> response.transactionResponse().returnAci( result.substring( 0, 1 ) ) );","265","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype.vc","NOT_IN_CONVENTIONS","ElavonResponseToTspiMapper","Transaction","&& EnumSet.of( Transaction.CardType.VC, Transaction.CardType.VD )","275","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype","VALID","ElavonResponseToTspiMapper","Transaction",".contains( i.getTransactionRequest().transaction().cardType() ) ) {","276","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype.vc","NOT_IN_CONVENTIONS","ElavonResponseToTspiMapper","Transaction","&& EnumSet.of( Transaction.CardType.VC, Transaction.CardType.VD )","291","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.cardtype","VALID","ElavonResponseToTspiMapper","Transaction",".contains( i.getTransactionRequest().transaction().cardType() ) ) {","292","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\ElavonResponseToTspiMapper.java","acqelavons2aservice"
"transaction.ordercertainty","VALID","TspiToElavonMessageMapper","Transaction","if ( ESTIMATED == transactionContext.request().transaction().orderCertainty() ) {","88","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.cardnumber","VALID","TspiToElavonMessageMapper","Transaction","elavonMessage.body().setPan( transactionContext.request().transaction().cardNumber() );","114","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.ordercertainty","VALID","TspiToElavonMessageMapper","Transaction","if ( ESTIMATED == transactionContext.request().transaction().orderCertainty() ) {","127","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.ordercertainty","VALID","TspiToElavonMessageMapper","Transaction","if ( ESTIMATED == transactionContext.request().transaction().orderCertainty() ) {","133","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.stan","VALID","TspiToElavonMessageMapper","Transaction","String stan = Optional.ofNullable( transactionContext.request().transaction().stan() )","162","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.cardexpirydate","VALID","TspiToElavonMessageMapper","Transaction","elavonMessage.body().setExpiry( transactionContext.request().transaction().cardExpiryDate() );","194","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.walletprovider.android_pay","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","Transaction",".of( Transaction.WalletProvider.APPLE_PAY, Transaction.WalletProvider.ANDROID_PAY )","225","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.rrn","VALID","TspiToElavonMessageMapper","Transaction","elavonMessage.body().setReferenceNumber( transactionContext.request().transaction().rrn() );","318","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.associatedtransaction.authorisationid","VALID","TspiToElavonMessageMapper","AssociatedTransaction","transactionContext.request().transaction().associatedTransaction().authorisationId() );","327","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.terminalid","VALID","TspiToElavonMessageMapper","Transaction","elavonMessage.body().setTerminalId( transactionContext.request().transaction().terminalId() );","335","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchantacquirerrelationship","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","MerchantContext","transactionContext.request().merchantContext().merchantAcquirerRelationship()","344","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","MerchantContext","Merchant m = transactionContext.request().merchantContext().merchant();","353","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.id","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","Merchant",".hasAll( s -> m.subMerchant(), SubMerchant::id, SubMerchant::tradingName,","356","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.stateprovince","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","Merchant","SubMerchant::stateProvince ) ) {","357","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.submerchant","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","Merchant","Optional.ofNullable( m.subMerchant().street() ).orElse( """" ) );","360","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.street2","VALID","TspiToElavonMessageMapper","Merchant","if ( m.subMerchant().street2() != null ) {","361","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.street2","VALID","TspiToElavonMessageMapper","Merchant","street.append( "" "" + m.subMerchant().street2() );","362","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.submerchant","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","Merchant","StringUtils.trimToEmpty( m.subMerchant().tradingName() ),","366","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.city","VALID","TspiToElavonMessageMapper","Merchant","StringUtils.trimToEmpty( m.subMerchant().city() ),","367","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.submerchant","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","Merchant","StringUtils.trimToEmpty( m.subMerchant().country() ),","368","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.postcode","VALID","TspiToElavonMessageMapper","Merchant","StringUtils.trimToEmpty( m.subMerchant().postCode() ),","370","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.submerchant","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","Merchant","StringUtils.trimToEmpty( m.subMerchant().stateProvince() ) ) );","371","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.name","VALID","TspiToElavonMessageMapper","Merchant",".hasAll( merchant -> m, Merchant::name, Merchant::city ) ) {","374","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.associatedtransaction","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","Transaction","AssociatedTransaction at = transactionContext.request().transaction().associatedTransaction();","396","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"routingheader.actiontype.reversal","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","RoutingHeader",".actionType() != RoutingHeader.ActionType.REVERSAL &&","402","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.ordercertainty","VALID","TspiToElavonMessageMapper","Transaction","transactionContext.request().transaction().orderCertainty() != ESTIMATED ) {","403","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.currencycode","VALID","TspiToElavonMessageMapper","Transaction","String code = transactionContext.request().transaction().currencyCode();","424","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.billingaddress.postcode","VALID","TspiToElavonMessageMapper","BillingAddress","addressVerificationData.setPostcode( t.billingAddress().postcode() );","458","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.billingaddress.street","VALID","TspiToElavonMessageMapper","BillingAddress","joinFields( "" "", t.billingAddress(), BillingAddress::street, BillingAddress::city,","460","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.billingaddress.state","VALID","TspiToElavonMessageMapper","BillingAddress","BillingAddress::state ) );","461","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.walletprovider.android_pay","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","Transaction",".of( Transaction.WalletProvider.APPLE_PAY, Transaction.WalletProvider.ANDROID_PAY )","470","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.mobilewallet.onlinepaymentcryptogram","VALID","TspiToElavonMessageMapper","MobileWallet","StringUtils.substring( t.mobileWallet().onlinePaymentCryptogram(), 0, 32 ) ) );","474","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.walletprovider.android_pay","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","Transaction",".of( Transaction.WalletProvider.APPLE_PAY, Transaction.WalletProvider.ANDROID_PAY )","495","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.mobilewallet.onlinepaymentcryptogram","VALID","TspiToElavonMessageMapper","MobileWallet","t.mobileWallet().onlinePaymentCryptogram() );","498","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.paymentrecipientdateofbirth","VALID","TspiToElavonMessageMapper","Transaction","Transaction::paymentRecipientDateOfBirth,","515","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.paymentrecipientaccountidentifier","VALID","TspiToElavonMessageMapper","Transaction","Transaction::paymentRecipientAccountIdentifier,","516","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.paymentrecipientpostcodezip","VALID","TspiToElavonMessageMapper","Transaction","Transaction::paymentRecipientPostcodeZip,","517","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.paymentrecipientlastname","VALID","TspiToElavonMessageMapper","Transaction","Transaction::paymentRecipientLastName ) ) {","518","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","MerchantContext","Merchant m = r.merchantContext().merchant();","548","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.walletprovider.masterpass_online","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","Transaction","if ( Transaction.WalletProvider.MASTERPASS_ONLINE.equals( t.walletProvider() ) ) {","554","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"transaction.walletprovider.visa_checkout","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","Transaction","else if ( Transaction.WalletProvider.VISA_CHECKOUT.equals( t.walletProvider() ) ) {","563","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.id","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","Merchant","s -> m.subMerchant(), SubMerchant::id, SubMerchant::tradingName ) ) {","572","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
"merchantcontext.merchant.submerchant","NOT_IN_CONVENTIONS","TspiToElavonMessageMapper","Merchant","paymentFacilitator.setSubMerchantId( m.subMerchant().id() );","576","C:\Users\e135408\IdeaProjects\MODERNIZATION\acqelavons2aservice\libmpgs-mapping-elavon\src\main\java\com\mastercard\gateway\acquiring\elavon\mapping\TspiToElavonMessageMapper.java","acqelavons2aservice"
